ts_ns,symbol,price
1550707200000000000,BTC-USD,3954.1181640625
1550793600000000000,BTC-USD,4005.526611328125
1550880000000000000,BTC-USD,4142.52685546875
1550966400000000000,BTC-USD,3810.427490234375
1551052800000000000,BTC-USD,3882.6962890625
1551139200000000000,BTC-USD,3854.35791015625
1551225600000000000,BTC-USD,3851.04736328125
1551312000000000000,BTC-USD,3854.785400390625
1551398400000000000,BTC-USD,3859.583740234375
1551484800000000000,BTC-USD,3864.4150390625
1551571200000000000,BTC-USD,3847.17578125
1551657600000000000,BTC-USD,3761.55712890625
1551744000000000000,BTC-USD,3896.375
1551830400000000000,BTC-USD,3903.942626953125
1551916800000000000,BTC-USD,3911.484375
1552003200000000000,BTC-USD,3901.131591796875
1552089600000000000,BTC-USD,3963.313720703125
1552176000000000000,BTC-USD,3951.599853515625
1552262400000000000,BTC-USD,3905.227294921875
1552348800000000000,BTC-USD,3909.15625
1552435200000000000,BTC-USD,3906.71728515625
1552521600000000000,BTC-USD,3924.369140625
1552608000000000000,BTC-USD,3960.9111328125
1552694400000000000,BTC-USD,4048.725830078125
1552780800000000000,BTC-USD,4025.22900390625
1552867200000000000,BTC-USD,4032.50732421875
1552953600000000000,BTC-USD,4071.190185546875
1553040000000000000,BTC-USD,4087.476318359375
1553126400000000000,BTC-USD,4029.326904296875
1553212800000000000,BTC-USD,4023.96826171875
1553299200000000000,BTC-USD,4035.826416015625
1553385600000000000,BTC-USD,4022.168212890625
1553472000000000000,BTC-USD,3963.070556640625
1553558400000000000,BTC-USD,3985.080810546875
1553644800000000000,BTC-USD,4087.066162109375
1553731200000000000,BTC-USD,4069.107177734375
1553817600000000000,BTC-USD,4098.37451171875
1553904000000000000,BTC-USD,4106.66015625
1553990400000000000,BTC-USD,4105.404296875
1554076800000000000,BTC-USD,4158.18310546875
1554163200000000000,BTC-USD,4879.8779296875
1554249600000000000,BTC-USD,4973.02197265625
1554336000000000000,BTC-USD,4922.798828125
1554422400000000000,BTC-USD,5036.68115234375
1554508800000000000,BTC-USD,5059.8173828125
1554595200000000000,BTC-USD,5198.89697265625
1554681600000000000,BTC-USD,5289.77099609375
1554768000000000000,BTC-USD,5204.95849609375
1554854400000000000,BTC-USD,5324.5517578125
1554940800000000000,BTC-USD,5064.48779296875
1555027200000000000,BTC-USD,5089.5390625
1555113600000000000,BTC-USD,5096.58642578125
1555200000000000000,BTC-USD,5167.72216796875
1555286400000000000,BTC-USD,5067.1083984375
1555372800000000000,BTC-USD,5235.5595703125
1555459200000000000,BTC-USD,5251.93798828125
1555545600000000000,BTC-USD,5298.3857421875
1555632000000000000,BTC-USD,5303.8125
1555718400000000000,BTC-USD,5337.88623046875
1555891200000000000,BTC-USD,5399.365234375
1555977600000000000,BTC-USD,5572.3623046875
1556064000000000000,BTC-USD,5464.86669921875
1556150400000000000,BTC-USD,5210.515625
1556236800000000000,BTC-USD,5279.34814453125
1556323200000000000,BTC-USD,5268.291015625
1556409600000000000,BTC-USD,5285.13916015625
1556496000000000000,BTC-USD,5247.3525390625
1556582400000000000,BTC-USD,5350.7265625
1556668800000000000,BTC-USD,5402.697265625
1556755200000000000,BTC-USD,5505.28369140625
1556841600000000000,BTC-USD,5768.28955078125
1556928000000000000,BTC-USD,5831.16748046875
1557014400000000000,BTC-USD,5795.70849609375
1557100800000000000,BTC-USD,5746.80712890625
1557187200000000000,BTC-USD,5829.50146484375
1557273600000000000,BTC-USD,5982.45751953125
1557360000000000000,BTC-USD,6174.52880859375
1557446400000000000,BTC-USD,6378.84912109375
1557532800000000000,BTC-USD,7204.771484375
1557619200000000000,BTC-USD,6972.37158203125
1557705600000000000,BTC-USD,7814.9150390625
1557792000000000000,BTC-USD,7994.416015625
1557878400000000000,BTC-USD,8205.16796875
1557964800000000000,BTC-USD,7884.9091796875
1558051200000000000,BTC-USD,7343.8955078125
1558137600000000000,BTC-USD,7271.2080078125
1558224000000000000,BTC-USD,8197.689453125
1558310400000000000,BTC-USD,7978.30908203125
1558396800000000000,BTC-USD,7963.32763671875
1558483200000000000,BTC-USD,7680.06640625
1558569600000000000,BTC-USD,7881.8466796875
1558656000000000000,BTC-USD,7987.37158203125
1558742400000000000,BTC-USD,8052.5439453125
1558828800000000000,BTC-USD,8673.2158203125
1559001600000000000,BTC-USD,8719.9619140625
1559088000000000000,BTC-USD,8659.4873046875
1559174400000000000,BTC-USD,8319.47265625
1559260800000000000,BTC-USD,8574.501953125
1559347200000000000,BTC-USD,8564.0166015625
1559433600000000000,BTC-USD,8742.9580078125
1559520000000000000,BTC-USD,8208.9951171875
1559606400000000000,BTC-USD,7707.77099609375
1559692800000000000,BTC-USD,7824.2314453125
1559779200000000000,BTC-USD,7822.0234375
1559865600000000000,BTC-USD,8043.951171875
1559952000000000000,BTC-USD,7954.1279296875
1560038400000000000,BTC-USD,7688.0771484375
1560124800000000000,BTC-USD,8000.32958984375
1560211200000000000,BTC-USD,7927.71435546875
1560297600000000000,BTC-USD,8145.857421875
1560384000000000000,BTC-USD,8230.923828125
1560470400000000000,BTC-USD,8693.8330078125
1560556800000000000,BTC-USD,8838.375
1560643200000000000,BTC-USD,8994.48828125
1560729600000000000,BTC-USD,9320.3525390625
1560816000000000000,BTC-USD,9081.7626953125
1560902400000000000,BTC-USD,9273.521484375
1560988800000000000,BTC-USD,9527.16015625
1561075200000000000,BTC-USD,10144.556640625
1561161600000000000,BTC-USD,10701.69140625
1561248000000000000,BTC-USD,10855.37109375
1561334400000000000,BTC-USD,11011.1025390625
1561420800000000000,BTC-USD,11790.9169921875
1561507200000000000,BTC-USD,13016.2314453125
1561593600000000000,BTC-USD,11182.806640625
1561680000000000000,BTC-USD,12407.33203125
1561766400000000000,BTC-USD,11959.37109375
1561852800000000000,BTC-USD,10817.1552734375
1561939200000000000,BTC-USD,10583.134765625
1562025600000000000,BTC-USD,10801.677734375
1562112000000000000,BTC-USD,11961.26953125
1562198400000000000,BTC-USD,11215.4375
1562284800000000000,BTC-USD,10978.4599609375
1562371200000000000,BTC-USD,11208.55078125
1562457600000000000,BTC-USD,11450.8466796875
1562544000000000000,BTC-USD,12285.9580078125
1562630400000000000,BTC-USD,12573.8125
1562716800000000000,BTC-USD,12156.5126953125
1562803200000000000,BTC-USD,11358.662109375
1562889600000000000,BTC-USD,11815.986328125
1562976000000000000,BTC-USD,11392.37890625
1563062400000000000,BTC-USD,10256.05859375
1563148800000000000,BTC-USD,10895.08984375
1563235200000000000,BTC-USD,9477.6416015625
1563321600000000000,BTC-USD,9693.802734375
1563408000000000000,BTC-USD,10666.482421875
1563494400000000000,BTC-USD,10530.732421875
1563580800000000000,BTC-USD,10767.1396484375
1563667200000000000,BTC-USD,10599.10546875
1563753600000000000,BTC-USD,10343.1064453125
1563840000000000000,BTC-USD,9900.767578125
1563926400000000000,BTC-USD,9811.92578125
1564012800000000000,BTC-USD,9911.841796875
1564099200000000000,BTC-USD,9870.3037109375
1564185600000000000,BTC-USD,9477.677734375
1564272000000000000,BTC-USD,9552.8603515625
1564358400000000000,BTC-USD,9519.1455078125
1564444800000000000,BTC-USD,9607.423828125
1564531200000000000,BTC-USD,10085.6279296875
1564617600000000000,BTC-USD,10399.6689453125
1564704000000000000,BTC-USD,10518.1748046875
1564790400000000000,BTC-USD,10821.7265625
1564876800000000000,BTC-USD,10970.1845703125
1564963200000000000,BTC-USD,11805.6533203125
1565049600000000000,BTC-USD,11478.1689453125
1565136000000000000,BTC-USD,11941.96875
1565222400000000000,BTC-USD,11966.4072265625
1565308800000000000,BTC-USD,11862.9365234375
1565395200000000000,BTC-USD,11354.0244140625
1565481600000000000,BTC-USD,11523.5791015625
1565568000000000000,BTC-USD,11382.6162109375
1565654400000000000,BTC-USD,10895.830078125
1565740800000000000,BTC-USD,10051.7041015625
1565827200000000000,BTC-USD,10311.5458984375
1565913600000000000,BTC-USD,10374.3388671875
1566000000000000000,BTC-USD,10231.744140625
1566086400000000000,BTC-USD,10345.810546875
1566172800000000000,BTC-USD,10916.0537109375
1566259200000000000,BTC-USD,10763.232421875
1566345600000000000,BTC-USD,10138.0498046875
1566432000000000000,BTC-USD,10131.0556640625
1566518400000000000,BTC-USD,10407.96484375
1566604800000000000,BTC-USD,10159.9609375
1566691200000000000,BTC-USD,10138.517578125
1566777600000000000,BTC-USD,10370.8203125
1566864000000000000,BTC-USD,10185.5
1566950400000000000,BTC-USD,9754.4228515625
1567036800000000000,BTC-USD,9510.2001953125
1567123200000000000,BTC-USD,9598.173828125
1567209600000000000,BTC-USD,9630.6640625
1567296000000000000,BTC-USD,9757.970703125
1567468800000000000,BTC-USD,10623.5400390625
1567555200000000000,BTC-USD,10594.4931640625
1567641600000000000,BTC-USD,10575.533203125
1567728000000000000,BTC-USD,10353.302734375
1567814400000000000,BTC-USD,10517.2548828125
1567900800000000000,BTC-USD,10441.2763671875
1567987200000000000,BTC-USD,10334.974609375
1568073600000000000,BTC-USD,10115.9755859375
1568160000000000000,BTC-USD,10178.3720703125
1568246400000000000,BTC-USD,10410.126953125
1568332800000000000,BTC-USD,10360.546875
1568419200000000000,BTC-USD,10358.048828125
1568505600000000000,BTC-USD,10347.712890625
1568592000000000000,BTC-USD,10276.7939453125
1568678400000000000,BTC-USD,10241.2724609375
1568764800000000000,BTC-USD,10198.248046875
1568851200000000000,BTC-USD,10266.4150390625
1568937600000000000,BTC-USD,10181.6416015625
1569024000000000000,BTC-USD,10019.716796875
1569110400000000000,BTC-USD,10070.392578125
1569196800000000000,BTC-USD,9729.32421875
1569283200000000000,BTC-USD,8620.56640625
1569369600000000000,BTC-USD,8486.9931640625
1569456000000000000,BTC-USD,8118.9677734375
1569542400000000000,BTC-USD,8251.845703125
1569628800000000000,BTC-USD,8245.9150390625
1569715200000000000,BTC-USD,8104.185546875
1569801600000000000,BTC-USD,8293.8681640625
1569888000000000000,BTC-USD,8343.2763671875
1569974400000000000,BTC-USD,8393.0419921875
1570060800000000000,BTC-USD,8259.9921875
1570147200000000000,BTC-USD,8205.939453125
1570233600000000000,BTC-USD,8151.50048828125
1570320000000000000,BTC-USD,7988.15576171875
1570406400000000000,BTC-USD,8245.623046875
1570492800000000000,BTC-USD,8228.783203125
1570579200000000000,BTC-USD,8595.740234375
1570665600000000000,BTC-USD,8586.4736328125
1570752000000000000,BTC-USD,8321.7568359375
1570838400000000000,BTC-USD,8336.5556640625
1570924800000000000,BTC-USD,8321.005859375
1571011200000000000,BTC-USD,8374.6865234375
1571097600000000000,BTC-USD,8205.369140625
1571184000000000000,BTC-USD,8047.52685546875
1571270400000000000,BTC-USD,8103.9111328125
1571356800000000000,BTC-USD,7973.20751953125
1571443200000000000,BTC-USD,7988.560546875
1571529600000000000,BTC-USD,8222.078125
1571616000000000000,BTC-USD,8243.720703125
1571702400000000000,BTC-USD,8078.203125
1571788800000000000,BTC-USD,7514.671875
1571875200000000000,BTC-USD,7493.48876953125
1571961600000000000,BTC-USD,8660.7001953125
1572048000000000000,BTC-USD,9244.97265625
1572134400000000000,BTC-USD,9551.71484375
1572220800000000000,BTC-USD,9256.1484375
1572307200000000000,BTC-USD,9427.6875
1572393600000000000,BTC-USD,9205.7265625
1572480000000000000,BTC-USD,9199.5849609375
1572566400000000000,BTC-USD,9261.1044921875
1572652800000000000,BTC-USD,9324.7177734375
1572739200000000000,BTC-USD,9235.3544921875
1572825600000000000,BTC-USD,9412.6123046875
1572912000000000000,BTC-USD,9342.52734375
1572998400000000000,BTC-USD,9360.8798828125
1573084800000000000,BTC-USD,9267.5615234375
1573171200000000000,BTC-USD,8804.880859375
1573257600000000000,BTC-USD,8813.58203125
1573344000000000000,BTC-USD,9055.5263671875
1573430400000000000,BTC-USD,8757.7880859375
1573516800000000000,BTC-USD,8815.662109375
1573603200000000000,BTC-USD,8808.2626953125
1573689600000000000,BTC-USD,8708.0947265625
1573776000000000000,BTC-USD,8491.9921875
1573862400000000000,BTC-USD,8550.7607421875
1573948800000000000,BTC-USD,8577.9755859375
1574035200000000000,BTC-USD,8309.2861328125
1574121600000000000,BTC-USD,8206.1455078125
1574208000000000000,BTC-USD,8027.26806640625
1574294400000000000,BTC-USD,7642.75
1574380800000000000,BTC-USD,7296.57763671875
1574467200000000000,BTC-USD,7397.796875
1574553600000000000,BTC-USD,7047.9169921875
1574640000000000000,BTC-USD,7146.1337890625
1574726400000000000,BTC-USD,7218.37109375
1574812800000000000,BTC-USD,7531.66357421875
1574899200000000000,BTC-USD,7463.10595703125
1574985600000000000,BTC-USD,7761.24365234375
1575072000000000000,BTC-USD,7569.6298828125
1575158400000000000,BTC-USD,7424.29248046875
1575244800000000000,BTC-USD,7321.98828125
1575331200000000000,BTC-USD,7320.1455078125
1575417600000000000,BTC-USD,7252.03466796875
1575504000000000000,BTC-USD,7448.3076171875
1575590400000000000,BTC-USD,7546.99658203125
1575676800000000000,BTC-USD,7556.23779296875
1575763200000000000,BTC-USD,7564.34521484375
1575849600000000000,BTC-USD,7400.8994140625
1575936000000000000,BTC-USD,7278.11962890625
1576022400000000000,BTC-USD,7217.42724609375
1576108800000000000,BTC-USD,7243.13427734375
1576195200000000000,BTC-USD,7269.6845703125
1576281600000000000,BTC-USD,7124.673828125
1576368000000000000,BTC-USD,7152.3017578125
1576454400000000000,BTC-USD,6932.48046875
1576540800000000000,BTC-USD,6640.51513671875
1576627200000000000,BTC-USD,7276.802734375
1576713600000000000,BTC-USD,7202.84423828125
1576800000000000000,BTC-USD,7218.81640625
1576886400000000000,BTC-USD,7191.15869140625
1576972800000000000,BTC-USD,7511.5888671875
1577059200000000000,BTC-USD,7355.62841796875
1577145600000000000,BTC-USD,7322.5322265625
1577232000000000000,BTC-USD,7275.15576171875
1577318400000000000,BTC-USD,7238.966796875
1577404800000000000,BTC-USD,7290.08837890625
1577491200000000000,BTC-USD,7317.990234375
1577577600000000000,BTC-USD,7422.65283203125
1577664000000000000,BTC-USD,7292.9951171875
1577750400000000000,BTC-USD,7193.59912109375
1577836800000000000,BTC-USD,7200.17431640625
1577923200000000000,BTC-USD,6985.47021484375
1578009600000000000,BTC-USD,7344.88427734375
1578096000000000000,BTC-USD,7410.65673828125
1578182400000000000,BTC-USD,7411.3173828125
1578268800000000000,BTC-USD,7769.21923828125
1578355200000000000,BTC-USD,8163.6923828125
1578441600000000000,BTC-USD,8079.86279296875
1578528000000000000,BTC-USD,7879.0712890625
1578614400000000000,BTC-USD,8166.55419921875
1578700800000000000,BTC-USD,8037.53759765625
1578787200000000000,BTC-USD,8192.494140625
1578873600000000000,BTC-USD,8144.1943359375
1578960000000000000,BTC-USD,8827.7646484375
1579046400000000000,BTC-USD,8807.0107421875
1579132800000000000,BTC-USD,8723.7861328125
1579219200000000000,BTC-USD,8929.0380859375
1579305600000000000,BTC-USD,8942.80859375
1579392000000000000,BTC-USD,8706.2451171875
1579564800000000000,BTC-USD,8745.89453125
1579651200000000000,BTC-USD,8680.8759765625
1579737600000000000,BTC-USD,8406.515625
1579824000000000000,BTC-USD,8445.4345703125
1579910400000000000,BTC-USD,8367.84765625
1579996800000000000,BTC-USD,8596.830078125
1580083200000000000,BTC-USD,8909.8193359375
1580169600000000000,BTC-USD,9358.58984375
1580256000000000000,BTC-USD,9316.6298828125
1580342400000000000,BTC-USD,9508.9931640625
1580428800000000000,BTC-USD,9350.529296875
1580515200000000000,BTC-USD,9392.875
1580601600000000000,BTC-USD,9344.365234375
1580688000000000000,BTC-USD,9293.521484375
1580774400000000000,BTC-USD,9180.962890625
1580860800000000000,BTC-USD,9613.423828125
1580947200000000000,BTC-USD,9729.8017578125
1581033600000000000,BTC-USD,9795.943359375
1581120000000000000,BTC-USD,9865.119140625
1581206400000000000,BTC-USD,10116.673828125
1581292800000000000,BTC-USD,9856.611328125
1581379200000000000,BTC-USD,10208.236328125
1581465600000000000,BTC-USD,10326.0546875
1581552000000000000,BTC-USD,10214.3798828125
1581638400000000000,BTC-USD,10312.1162109375
1581724800000000000,BTC-USD,9889.4248046875
1581811200000000000,BTC-USD,9934.43359375
1581984000000000000,BTC-USD,10141.99609375
1582070400000000000,BTC-USD,9633.38671875
1582156800000000000,BTC-USD,9608.4755859375
1582243200000000000,BTC-USD,9686.44140625
1582329600000000000,BTC-USD,9663.181640625
1582416000000000000,BTC-USD,9924.515625
1582502400000000000,BTC-USD,9650.1748046875
1582588800000000000,BTC-USD,9341.705078125
1582675200000000000,BTC-USD,8820.5224609375
1582761600000000000,BTC-USD,8784.494140625
1582848000000000000,BTC-USD,8672.455078125
1582934400000000000,BTC-USD,8599.5087890625
1583020800000000000,BTC-USD,8562.4541015625
1583107200000000000,BTC-USD,8869.669921875
1583193600000000000,BTC-USD,8787.7861328125
1583280000000000000,BTC-USD,8755.24609375
1583366400000000000,BTC-USD,9078.7626953125
1583452800000000000,BTC-USD,9122.5458984375
1583539200000000000,BTC-USD,8909.9541015625
1583625600000000000,BTC-USD,8108.1162109375
1583712000000000000,BTC-USD,7923.64453125
1583798400000000000,BTC-USD,7909.7294921875
1583884800000000000,BTC-USD,7911.43017578125
1583971200000000000,BTC-USD,4970.7880859375
1584057600000000000,BTC-USD,5563.70703125
1584144000000000000,BTC-USD,5200.3662109375
1584230400000000000,BTC-USD,5392.31494140625
1584316800000000000,BTC-USD,5014.47998046875
1584403200000000000,BTC-USD,5225.62939453125
1584489600000000000,BTC-USD,5238.4384765625
1584576000000000000,BTC-USD,6191.19287109375
1584662400000000000,BTC-USD,6198.7783203125
1584748800000000000,BTC-USD,6185.06640625
1584835200000000000,BTC-USD,5830.2548828125
1584921600000000000,BTC-USD,6416.31494140625
1585008000000000000,BTC-USD,6734.8037109375
1585094400000000000,BTC-USD,6681.06298828125
1585180800000000000,BTC-USD,6716.4404296875
1585267200000000000,BTC-USD,6469.79833984375
1585353600000000000,BTC-USD,6242.19384765625
1585440000000000000,BTC-USD,5922.04296875
1585526400000000000,BTC-USD,6429.841796875
1585612800000000000,BTC-USD,6438.64453125
1585699200000000000,BTC-USD,6606.7763671875
1585785600000000000,BTC-USD,6793.62451171875
1585872000000000000,BTC-USD,6733.38720703125
1585958400000000000,BTC-USD,6867.52734375
1586044800000000000,BTC-USD,6791.12939453125
1586131200000000000,BTC-USD,7271.78125
1586217600000000000,BTC-USD,7176.41455078125
1586304000000000000,BTC-USD,7334.0986328125
1586390400000000000,BTC-USD,7302.08935546875
1586476800000000000,BTC-USD,6865.4931640625
1586563200000000000,BTC-USD,6859.0830078125
1586736000000000000,BTC-USD,6845.03759765625
1586822400000000000,BTC-USD,6842.427734375
1586908800000000000,BTC-USD,6642.10986328125
1586995200000000000,BTC-USD,7116.80419921875
1587081600000000000,BTC-USD,7096.1845703125
1587168000000000000,BTC-USD,7257.6650390625
1587254400000000000,BTC-USD,7189.4248046875
1587340800000000000,BTC-USD,6881.95849609375
1587427200000000000,BTC-USD,6880.3232421875
1587513600000000000,BTC-USD,7117.20751953125
1587600000000000000,BTC-USD,7429.724609375
1587686400000000000,BTC-USD,7550.90087890625
1587772800000000000,BTC-USD,7569.93603515625
1587859200000000000,BTC-USD,7679.8671875
1587945600000000000,BTC-USD,7795.60107421875
1588032000000000000,BTC-USD,7807.05859375
1588118400000000000,BTC-USD,8801.0380859375
1588204800000000000,BTC-USD,8658.5537109375
1588291200000000000,BTC-USD,8864.7666015625
1588377600000000000,BTC-USD,8988.5966796875
1588464000000000000,BTC-USD,8897.46875
1588550400000000000,BTC-USD,8912.654296875
1588636800000000000,BTC-USD,9003.0703125
1588723200000000000,BTC-USD,9268.76171875
1588809600000000000,BTC-USD,9951.5185546875
1588896000000000000,BTC-USD,9842.666015625
1588982400000000000,BTC-USD,9593.896484375
1589068800000000000,BTC-USD,8756.4306640625
1589155200000000000,BTC-USD,8601.7958984375
1589241600000000000,BTC-USD,8804.4775390625
1589328000000000000,BTC-USD,9269.9873046875
1589414400000000000,BTC-USD,9733.7216796875
1589500800000000000,BTC-USD,9328.197265625
1589587200000000000,BTC-USD,9377.013671875
1589673600000000000,BTC-USD,9670.7392578125
1589760000000000000,BTC-USD,9726.5751953125
1589846400000000000,BTC-USD,9729.0380859375
1589932800000000000,BTC-USD,9522.9814453125
1590019200000000000,BTC-USD,9081.76171875
1590105600000000000,BTC-USD,9182.5771484375
1590192000000000000,BTC-USD,9209.287109375
1590278400000000000,BTC-USD,8790.3681640625
1590451200000000000,BTC-USD,8835.052734375
1590537600000000000,BTC-USD,9181.017578125
1590624000000000000,BTC-USD,9525.7509765625
1590710400000000000,BTC-USD,9439.1240234375
1590796800000000000,BTC-USD,9700.4140625
1590883200000000000,BTC-USD,9461.05859375
1590969600000000000,BTC-USD,10167.2685546875
1591056000000000000,BTC-USD,9529.8037109375
1591142400000000000,BTC-USD,9656.7177734375
1591228800000000000,BTC-USD,9800.63671875
1591315200000000000,BTC-USD,9665.533203125
1591401600000000000,BTC-USD,9653.6796875
1591488000000000000,BTC-USD,9758.8525390625
1591574400000000000,BTC-USD,9771.4892578125
1591660800000000000,BTC-USD,9795.7001953125
1591747200000000000,BTC-USD,9870.0947265625
1591833600000000000,BTC-USD,9321.78125
1591920000000000000,BTC-USD,9480.84375
1592006400000000000,BTC-USD,9475.27734375
1592092800000000000,BTC-USD,9386.7880859375
1592179200000000000,BTC-USD,9450.7021484375
1592265600000000000,BTC-USD,9538.0244140625
1592352000000000000,BTC-USD,9480.2548828125
1592438400000000000,BTC-USD,9411.8408203125
1592524800000000000,BTC-USD,9288.0185546875
1592611200000000000,BTC-USD,9332.3408203125
1592697600000000000,BTC-USD,9303.6298828125
1592784000000000000,BTC-USD,9648.7177734375
1592870400000000000,BTC-USD,9629.658203125
1592956800000000000,BTC-USD,9313.6103515625
1593043200000000000,BTC-USD,9264.8134765625
1593129600000000000,BTC-USD,9162.91796875
1593216000000000000,BTC-USD,9045.390625
1593302400000000000,BTC-USD,9143.58203125
1593388800000000000,BTC-USD,9190.8544921875
1593475200000000000,BTC-USD,9137.9931640625
1593561600000000000,BTC-USD,9228.3251953125
1593648000000000000,BTC-USD,9123.41015625
1593734400000000000,BTC-USD,9087.3037109375
1593820800000000000,BTC-USD,9132.48828125
1593993600000000000,BTC-USD,9375.474609375
1594080000000000000,BTC-USD,9252.27734375
1594166400000000000,BTC-USD,9428.3330078125
1594252800000000000,BTC-USD,9277.9677734375
1594339200000000000,BTC-USD,9278.8076171875
1594425600000000000,BTC-USD,9240.3466796875
1594512000000000000,BTC-USD,9276.5
1594598400000000000,BTC-USD,9243.6142578125
1594684800000000000,BTC-USD,9243.2138671875
1594771200000000000,BTC-USD,9192.8369140625
1594857600000000000,BTC-USD,9132.2275390625
1594944000000000000,BTC-USD,9151.392578125
1595030400000000000,BTC-USD,9159.0400390625
1595116800000000000,BTC-USD,9185.8173828125
1595203200000000000,BTC-USD,9164.2314453125
1595289600000000000,BTC-USD,9374.8876953125
1595376000000000000,BTC-USD,9525.36328125
1595462400000000000,BTC-USD,9581.072265625
1595548800000000000,BTC-USD,9536.892578125
1595635200000000000,BTC-USD,9677.11328125
1595721600000000000,BTC-USD,9905.1669921875
1595808000000000000,BTC-USD,10990.873046875
1595894400000000000,BTC-USD,10912.8232421875
1595980800000000000,BTC-USD,11100.4677734375
1596067200000000000,BTC-USD,11111.2138671875
1596153600000000000,BTC-USD,11323.466796875
1596240000000000000,BTC-USD,11759.5927734375
1596326400000000000,BTC-USD,11053.6142578125
1596412800000000000,BTC-USD,11246.3486328125
1596499200000000000,BTC-USD,11205.892578125
1596585600000000000,BTC-USD,11747.0224609375
1596672000000000000,BTC-USD,11779.7734375
1596758400000000000,BTC-USD,11601.47265625
1596844800000000000,BTC-USD,11754.0458984375
1596931200000000000,BTC-USD,11675.7392578125
1597017600000000000,BTC-USD,11878.111328125
1597104000000000000,BTC-USD,11410.525390625
1597190400000000000,BTC-USD,11584.9345703125
1597276800000000000,BTC-USD,11784.1376953125
1597363200000000000,BTC-USD,11768.87109375
1597449600000000000,BTC-USD,11865.6982421875
1597536000000000000,BTC-USD,11892.8037109375
1597622400000000000,BTC-USD,12254.40234375
1597708800000000000,BTC-USD,11991.2333984375
1597795200000000000,BTC-USD,11758.283203125
1597881600000000000,BTC-USD,11878.3720703125
1597968000000000000,BTC-USD,11592.4892578125
1598054400000000000,BTC-USD,11681.8251953125
1598140800000000000,BTC-USD,11664.84765625
1598227200000000000,BTC-USD,11774.595703125
1598313600000000000,BTC-USD,11366.134765625
1598400000000000000,BTC-USD,11488.36328125
1598486400000000000,BTC-USD,11323.3974609375
1598572800000000000,BTC-USD,11542.5
1598659200000000000,BTC-USD,11506.865234375
1598745600000000000,BTC-USD,11711.505859375
1598832000000000000,BTC-USD,11680.8203125
1598918400000000000,BTC-USD,11970.478515625
1599004800000000000,BTC-USD,11414.0341796875
1599091200000000000,BTC-USD,10245.296875
1599177600000000000,BTC-USD,10511.8134765625
1599264000000000000,BTC-USD,10169.5673828125
1599350400000000000,BTC-USD,10280.3515625
1599523200000000000,BTC-USD,10131.5166015625
1599609600000000000,BTC-USD,10242.34765625
1599696000000000000,BTC-USD,10363.138671875
1599782400000000000,BTC-USD,10400.9150390625
1599868800000000000,BTC-USD,10442.1708984375
1599955200000000000,BTC-USD,10323.755859375
1600041600000000000,BTC-USD,10680.837890625
1600128000000000000,BTC-USD,10796.951171875
1600214400000000000,BTC-USD,10974.9052734375
1600300800000000000,BTC-USD,10948.990234375
1600387200000000000,BTC-USD,10944.5859375
1600473600000000000,BTC-USD,11094.3466796875
1600560000000000000,BTC-USD,10938.271484375
1600646400000000000,BTC-USD,10462.259765625
1600732800000000000,BTC-USD,10538.4599609375
